,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1
1954,1954,2923,705,2002,2977,2321,2925,5280,2459,1509,4105,30,920,3296,2731,5010,819,3270,3041,840,711,4213,2990,2124,4170,1165,4646,5295,5227,4783,976,4682,2545,3067,4460,3385,2979,654,4097,2202,2834,2575,4561,5217,2411,404,1551,5021,509,289,2294,3287,549,4817,1740,3716,670,4218,715,218,1831,5063,3421,4291,2076,1131,3768,4004,5118,4832,2392,609,850,1088,1425,649,3069,843,2405,4978,4945,288,5215,2622,5044,4457,3029,3185,2145,4322,632,5147,809,1283,1303,3763,4598,3285,5068,2941
1955,1955,1271,598,4418,3778,720,3439,505,4686,2586,2441,2479,534,4376,5315,541,1683,666,3857,2988,2355,4698,4973,3516,2053,3539,168,4235,2250,217,1513,793,916,158,1328,4473,4571,1952,2807,3695,251,2597,2131,1188,2649,4987,1362,4237,4209,615,147,3208,2466,4216,1131,2305,2009,3029,3185,5044,5147,3716,2622,2926,1221,752,4883,1303,3934,2957,2258,4590,3430,2672,1283,1740,2504,4499,4945,632,4959,3421,4322,809,4457,288,2145,239,1087,2371,4137,4158,1381,3763,2211,4598,3285,5068,413,2941
1956,1956,4089,4659,4774,258,2570,3171,87,1706,1086,4526,3432,4878,2605,3070,1917,3701,5228,775,4330,917,1897,2679,1919,381,2401,468,4873,153,1910,729,4325,215,1310,1781,611,617,3859,1262,3322,4142,2421,4443,256,1253,4007,1977,3625,4744,2522,670,4371,2294,700,5215,3768,549,3514,2392,4291,4817,413,2433,4832,843,4218,649,4978,3421,715,850,1131,1831,4004,2076,5118,5063,2405,5044,609,3069,3716,4945,1303,4457,3029,288,3185,2622,2145,5147,4322,809,632,1283,3763,4598,3285,5068,2941
1957,1957,5284,543,636,2609,668,4895,269,1101,1078,5091,3173,2876,4044,5061,3051,1117,771,2638,924,1586,1643,479,2551,2676,154,4890,4914,302,3320,3094,1931,1089,3107,2149,926,1960,539,542,4413,4988,3129,300,4704,5188,3072,4391,1456,2779,1194,4817,1616,3865,2433,3514,4978,549,843,3768,850,4218,4291,4004,1131,609,218,4832,2076,715,1425,649,5118,5044,2392,2405,1831,2145,3716,5215,5063,413,4457,4945,3421,5147,3029,3069,3185,809,2622,288,4322,1283,632,1303,3763,3285,4598,5068,2941
1958,1958,3131,2160,1101,4208,5061,754,1326,1768,4096,4075,1893,2442,2089,1643,5069,1200,5304,2388,4478,926,2238,667,2787,2971,1018,3133,2180,4391,3529,5075,3325,395,4314,1602,308,4482,1733,4024,1966,1551,3113,1763,2609,2584,5039,2372,2815,432,5296,2433,4218,413,3588,2363,3514,3304,3768,670,4832,4291,850,843,609,5118,2881,1425,3421,4817,1831,715,4978,1131,2903,4004,649,5044,5063,2405,3716,2076,1303,288,3069,2145,2622,809,4457,4945,4322,3029,5147,3185,632,1283,3763,3285,4598,5068,2941
1959,1959,511,346,4997,2424,4955,875,465,1250,2357,581,1929,1832,4454,3646,3457,1132,2334,5283,1528,1112,4148,360,4906,2981,4214,279,3815,2660,3607,4498,3384,2446,1204,1368,4172,3988,2874,5007,595,3914,1182,2538,5173,4367,4750,3245,3774,2642,3564,1941,4106,4735,2859,1851,1425,680,4467,3961,3464,3969,734,3495,4484,1983,5102,4344,2258,752,3580,3928,3269,4341,2912,2268,2381,4765,3588,3111,4883,4715,2038,2733,1088,5215,218,3666,3934,3430,741,1280,1303,2059,3869,1740,3208,2179,1381,3318,2504
1960,1960,3692,3771,2006,4178,1194,3156,616,4064,4944,1459,1647,4601,7,3129,5163,2967,4407,2717,3206,3529,5284,2596,703,1242,2815,4704,1090,1018,4543,5203,191,4684,4843,1979,432,3608,1713,921,1916,3523,4059,495,982,4314,3821,543,144,2275,2652,4832,4150,3588,4291,2433,3421,4371,843,3580,2179,5118,4004,715,2076,3684,649,4978,218,850,609,5063,2405,1131,1831,3716,1425,1088,2392,3069,4945,5044,3185,2622,5215,3029,4457,5147,2145,413,4322,809,1283,632,288,1303,4598,3763,3285,5068,2941
1961,1961,3969,5096,4751,3168,653,2450,28,766,5076,3225,1453,1365,2091,2791,3997,2415,983,3379,1220,1590,5020,702,1627,4845,3604,3492,3273,224,4257,1619,2133,2075,1071,3840,4481,1861,3370,1258,2681,4525,1476,1260,282,4574,4360,4953,2300,3234,3211,2985,5287,413,3763,4499,632,3015,239,3029,2626,366,4867,1288,2219,2498,3081,3737,4058,1221,2076,3346,4457,4074,4675,4817,4218,3185,3473,3285,3069,2305,5068,1539,549,4322,5063,2850,1448,4945,2493,2622,4080,2957,2371,2941,3716,2926,4598,2211,3421
1962,1962,3681,710,5290,997,1465,637,4050,297,671,4019,4122,5204,3385,2426,4818,3391,2221,1938,583,3476,4984,4949,4129,1225,4121,5242,159,4664,2045,3126,2976,5150,245,3183,4037,3803,1004,941,336,4679,855,2027,2137,2347,3229,4762,3299,4835,318,4867,2351,1315,1277,4978,2926,3137,4249,2371,3069,4457,3092,4945,5183,3716,2145,4005,3737,4883,632,1283,1448,4319,2493,3185,3473,5063,2622,2219,1052,4074,4765,4322,3763,4080,1838,2211,367,2305,1163,3285,2850,2258,2957,3934,1381,4598,5068,3421,2941
1963,1963,663,1002,770,735,5013,620,4342,3556,276,3506,3093,4922,930,4826,2200,3822,2316,4881,2304,431,57,2833,2107,586,611,5223,1269,5260,109,4190,2812,1781,4231,3686,2588,4652,4704,5028,255,4233,375,4556,4449,3142,51,3954,4113,4446,285,147,4978,670,3768,3514,4158,4371,4137,1425,2672,5215,850,1740,4218,843,4817,2433,1831,1131,5044,549,3421,2405,5118,5063,4004,2145,2076,288,4457,715,609,3185,4322,3069,3029,5147,3716,1303,632,4945,413,1283,2622,3763,809,4598,5068,3285,2941
1964,1964,24,532,1615,3177,2000,4806,895,1641,3824,4708,5049,4414,1916,4246,4518,4718,1747,1170,2094,295,84,2440,3683,3496,3483,4111,2902,712,440,5288,4577,4892,427,1090,2427,421,2962,144,4267,4064,796,7,607,2762,988,2453,4688,1236,933,3588,715,218,2076,2622,850,2504,239,843,4004,3185,2294,4371,5026,3430,1131,609,3962,3684,413,4150,3207,2179,4322,5215,4945,1694,3029,3580,4158,1740,3664,632,4978,439,1088,5147,1283,4457,5044,3208,4598,809,1303,288,3763,2145,5068,3285,2941
1965,1965,1573,3794,667,651,1659,4454,1972,2767,595,3990,5077,4540,1445,751,2276,3127,1755,2784,839,3613,2853,4135,2629,4766,3508,3959,3711,5332,5132,74,1413,4644,4815,1618,2874,5061,2117,533,2995,2701,2981,520,1485,2339,187,1114,536,1497,1012,4573,2032,1479,4106,1232,1231,2351,4538,5215,1163,2912,4123,1950,4669,4011,3092,1838,3961,2059,4328,2941,1315,1746,3326,5102,3588,3318,2661,2162,752,2936,218,4344,3430,367,2733,3666,4883,4042,4341,2258,4715,4765,3208,1303,3111,2504,2179,3934,1381
1966,1966,543,4041,4208,696,4495,1835,542,1870,4885,4869,4314,4738,1621,2798,1242,5258,979,4032,3771,883,567,2391,1713,1194,4261,967,4903,307,4915,5227,754,200,1422,2281,2033,2720,4052,4206,3096,1521,4160,5196,4215,3529,1806,1893,4071,4599,4332,4817,3580,4746,4832,3684,2294,413,4291,5063,1831,4218,3421,715,4158,1425,3716,2076,649,4004,1088,1740,5118,843,850,3069,1131,2392,4978,2405,609,5215,2622,4945,5044,3029,3185,4457,5147,288,2145,4322,1303,632,1283,809,4598,3763,3285,5068,2941
1967,1967,2040,4807,2125,3353,774,18,2588,954,3573,4515,4306,222,1097,1262,2605,3070,686,3634,3180,3506,3149,3409,727,663,4636,3582,2992,945,2275,144,3603,2029,1909,449,3328,3025,1963,2304,5013,620,1482,770,2596,4626,3403,1647,5203,1917,2999,2957,700,3664,4371,4150,1189,4832,4080,670,3514,3768,843,4218,1831,649,2433,4817,850,4978,549,288,1131,5044,5118,1303,5063,715,609,2076,3421,2405,4004,3069,2145,3716,4457,3185,3029,4945,5147,4322,632,1283,809,2622,3763,4598,5068,3285,2941
1968,1968,2790,2929,1362,2280,2355,145,1731,712,2005,2288,895,2597,4098,1789,2807,591,2437,4532,3454,2235,2094,118,5288,2649,3742,4892,5264,295,808,5075,1973,1952,2521,2131,4686,4683,762,2793,14,4378,988,1188,2905,4237,2230,3615,2441,2361,2896,680,2850,3869,1087,2622,2957,4137,5147,1283,4322,1448,2021,3716,1231,1232,2936,3111,2292,4295,809,4945,4158,4457,1740,3763,239,3208,4675,4011,1983,2145,367,2504,3961,1388,2258,5102,4765,2371,4598,413,752,5068,3934,2211,4883,3285,2941,3430,1381
1969,1969,629,1942,2075,438,1325,2657,88,1715,3178,2997,85,134,1294,702,280,3531,2111,3659,1828,1073,1693,3299,2086,2306,2450,2827,2681,1545,1180,5025,4574,2297,2635,2598,3259,2895,5305,4481,3753,5271,1880,2175,28,575,4525,4346,3682,1184,1548,482,4058,1221,3317,3137,4322,4978,4011,4457,1231,3185,2140,239,549,809,3081,2571,4883,2626,4218,4945,4867,2622,2219,1539,4765,4675,3716,2145,4080,3473,1163,4074,2305,367,2258,3934,2926,5068,3285,2957,4598,1381,2850,1448,2941,2371,2493,3421,2211
1970,1970,2283,1056,544,4227,2016,3599,4169,4625,1921,4196,3461,5193,108,744,4029,5185,913,1622,2531,4554,1031,1988,1815,3911,1399,761,3863,1794,5057,1151,475,5144,4523,3670,876,885,4180,4034,4901,931,4503,1480,2340,1337,1285,1532,342,4899,72,1479,1950,2351,2661,3192,3267,1745,1812,2710,2901,896,2377,3326,1611,4328,5170,1232,3137,4123,1315,1766,3666,2504,4715,3961,1838,3092,1505,4669,1163,680,5102,4011,3111,4735,4344,3430,2936,4341,4042,4883,3208,752,1746,367,2733,4765,2258,3934,1381
1971,1971,4600,823,4886,748,869,41,2513,163,4674,3031,1301,535,3988,2201,3846,4523,2537,1121,4899,5105,1856,1497,4445,2026,4128,669,2295,1360,839,1440,3911,3262,1529,4104,3794,4834,4819,101,1274,1132,2481,4188,1542,2569,4238,3703,1395,3095,1622,4669,3976,4011,4088,1950,4573,2162,1980,420,1838,1611,3578,3175,2859,1845,1941,2661,3588,1657,367,4123,5102,4042,752,2912,3430,4467,4328,4765,3464,3961,2258,4735,4883,1746,680,4715,1280,4344,2059,3111,2733,2179,4341,3934,3666,3318,3208,2504,1381
1972,1972,2629,879,1659,839,3896,701,3412,4540,2295,1965,3268,2276,5332,2943,4493,2537,751,2513,5323,595,3794,536,3936,1866,3908,2853,556,4238,190,5003,1235,1988,3001,3393,5226,2148,5001,1012,2701,4834,4755,3564,2767,535,3748,4886,533,1204,3498,1812,1303,4735,4275,1766,5170,2637,4715,3137,1662,4328,1315,2960,3277,1025,3092,2179,3666,3318,3869,2021,2661,1983,1163,4669,1746,1232,2351,4538,4341,1479,4573,1838,2733,3961,1231,752,2936,4011,3111,5102,2504,3208,3430,367,4765,4883,2258,3934,1381
1973,1973,712,988,2521,4892,2408,2361,1747,3824,3539,137,1731,421,2749,2597,2355,933,2649,2790,145,4532,1952,3686,14,4720,1683,895,3683,2441,2437,2053,3615,285,808,127,1916,505,884,916,4618,3742,1809,3454,5288,2025,1362,227,1968,739,4400,2466,1087,239,3029,4765,5044,367,3716,5026,2622,4344,1283,2371,680,4511,288,5147,3580,4011,3111,1303,4457,1388,2059,752,2038,2258,741,5102,3961,4945,3664,2211,3934,4137,3763,4883,2145,809,3208,4158,4598,3430,2504,1740,5068,1381,413,2941,3285
1974,1974,782,4968,2512,2162,4346,4398,4854,629,1726,685,1636,460,2598,3002,1184,4500,4251,78,2075,1950,2322,1239,4849,1550,3227,2895,4574,5191,3638,1053,3753,2686,1026,1942,4838,4953,1156,2327,3803,560,134,2816,2414,263,3428,1969,1608,3414,4548,5118,3430,3069,2636,3317,1381,3473,1131,2882,5044,4675,670,4004,2626,4099,4867,2926,2405,4074,1283,2076,549,1448,3763,809,3081,239,4978,4322,3716,2622,2850,3185,5147,4817,3029,4218,2371,4080,4945,4457,2957,2145,2211,5068,2941,3421,4598,2493,3285
1975,1975,4607,1877,4539,2529,4642,4738,1439,2825,1835,807,4937,3609,1289,1446,3027,4066,1559,4091,311,4366,4351,4244,516,4223,942,3587,4658,961,5221,5149,2187,838,1870,1890,2093,1211,3396,1544,3510,2224,1946,2519,3760,563,789,2054,746,2837,4380,2294,1189,4291,700,670,239,649,3514,5192,4158,850,147,1303,843,3421,4978,4218,549,5044,4817,2433,1831,715,4004,609,2405,1131,5118,3069,5063,2076,288,2622,2145,3185,3716,5147,3029,809,4945,1283,4457,4322,413,632,3763,3285,4598,5068,2941
1976,1976,280,337,3784,1268,750,890,805,1834,3956,3103,190,1331,2670,1630,437,2827,1659,4939,2311,1235,1324,162,2148,4579,3481,134,3351,2897,2030,3086,2896,4120,575,2348,308,740,3184,2111,278,1743,5143,557,2437,4653,4402,4677,2969,4269,3370,1277,3267,3285,4598,1315,2371,2377,4005,5068,1983,1025,1448,1812,3277,2021,1232,5186,2637,5170,482,2211,1766,198,1212,4275,1662,4669,3421,3092,2941,4538,3961,3137,1479,752,1231,2351,1838,2936,5102,3430,4573,4011,1163,4883,4765,367,2258,3934,1381
1977,1977,1909,232,4636,3328,5055,1081,258,984,4356,975,1919,3070,2180,1920,4652,4032,4183,4524,222,2562,56,1194,2605,1486,435,4070,3084,4526,5160,4922,4306,2275,758,1897,4256,4178,3512,483,2833,1211,3924,3511,5275,5228,339,1157,1956,3096,4873,3331,5192,1189,2957,670,700,3768,4291,4832,843,850,3514,649,4978,549,4817,5044,2433,4218,1131,413,715,4004,2405,2076,609,1831,5118,1303,288,5063,3421,2145,3069,4457,3029,5147,3716,4945,2622,3185,809,4322,1283,632,3763,3285,4598,5068,2941
1978,1978,1236,4012,1615,3718,24,427,4757,1096,5240,1600,2715,922,1039,1043,612,5049,1791,3124,2383,90,2094,3777,2178,4246,5027,5248,487,2806,4920,2000,2007,3102,3475,1964,1464,4111,295,4965,200,2370,4718,2762,1210,4806,2453,440,417,2547,504,3111,5215,2179,3185,1058,2957,2211,4550,843,3664,2466,147,439,741,3869,3684,1131,3207,3430,3029,1087,4322,4590,5026,5147,2038,1381,2504,632,5044,1283,4945,4978,239,1088,1740,3580,3208,809,4457,1303,4598,288,2145,3763,4158,413,3285,5068,2941
1979,1979,3692,2275,1960,1459,616,4704,7,4657,144,2815,1194,2316,2762,1647,3182,4543,4435,735,1090,3771,4178,2029,84,4059,2596,432,607,2440,5040,703,4708,3529,2717,2006,4414,763,372,2916,255,4314,663,4604,200,2794,4881,4385,2967,207,3821,2170,2881,3588,4371,2672,649,2433,4590,3208,850,4978,2405,5118,4004,1131,2179,3580,1831,2076,715,218,5063,3684,2392,609,1425,1088,3069,5044,3716,3185,5215,3029,4945,2622,4457,5147,2145,4322,809,1283,632,288,413,1303,3763,4598,3285,5068,2941
1980,1980,2336,110,2675,1429,4751,438,4415,1412,732,4481,3379,3225,4948,2791,2861,3108,4288,3659,1294,760,2568,4207,1961,3660,2810,5047,500,3010,1073,2842,287,2450,1024,2179,552,4346,3021,4500,2645,2523,2418,4850,4802,466,1453,4047,521,1818,4717,2636,2170,1892,609,1831,2433,4978,1131,3029,5118,3473,2626,5147,4675,4867,2076,1448,1283,1539,4074,809,4817,3081,3069,632,3763,2493,239,549,3185,5063,2622,4457,4080,2305,4218,2850,3285,2145,2371,4945,2926,4322,2957,5068,3716,2941,4598,2211,3421
1981,1981,567,4130,3549,47,1452,796,846,4314,2723,2060,4270,3831,980,4206,3877,174,4623,1032,3571,3223,207,2917,3674,5288,4113,1789,1588,957,3496,447,421,2033,155,1640,3162,3686,5260,255,4289,1050,2838,3274,3096,4721,1126,5040,2776,3735,2864,2211,3514,700,4291,649,1189,5192,2294,549,1740,1303,843,1831,4218,715,4158,2433,850,3421,5063,4817,3069,239,4978,4004,5118,2405,5044,609,2076,2622,1131,288,3716,3185,3029,1283,4945,5147,413,809,2145,4322,632,4457,3763,3285,4598,5068,2941
1982,1982,3633,1613,345,829,1060,2102,4981,2927,2631,3395,2280,1637,3667,1608,4117,301,3921,828,2728,2168,2095,3089,2971,2291,5138,3002,1062,5083,2929,1413,2494,1602,515,1275,3878,1137,2288,49,1771,3188,3231,5310,3390,1133,1935,2005,4192,4129,566,2957,367,5102,1231,5063,2021,1983,1131,843,4817,715,1740,752,2258,4765,1303,5118,4883,2936,549,4218,4004,3069,609,4978,2405,2076,5044,2211,3934,3716,632,3421,3185,4945,2622,3430,3029,4457,5147,1283,4322,1381,2145,3763,809,4598,3285,5068,2941
1983,1983,4620,3430,752,2151,1110,4295,2046,2225,4804,2582,2021,2097,4230,2013,3265,2710,5224,2936,3339,4011,3267,4608,161,143,689,3903,77,3555,4847,3136,4442,1273,1232,3838,587,5102,1005,4669,5170,4147,586,3277,4961,4443,4829,2085,4231,3518,1428,5215,3331,1425,1003,4817,3064,843,4218,5044,3247,850,4291,1131,1616,3514,649,2433,2145,4832,549,3768,3421,413,4457,2405,2076,4004,5118,609,1831,715,288,5063,5147,3716,4945,3029,4322,3185,1303,809,3069,632,3763,1283,2622,3285,5068,4598,2941
1984,1984,923,175,5185,5062,3752,3380,79,3143,4900,3932,1642,510,2769,1731,2660,2280,3374,1882,925,2420,247,2288,2437,804,1275,5327,1169,4576,114,2929,323,1494,1631,1216,3913,3151,1899,3232,572,1092,1604,4782,2316,5289,1185,2048,4339,1475,145,2466,4467,1746,2258,4328,3469,741,1283,2179,2859,1088,3464,2038,293,3763,288,4883,3666,1425,1280,4735,680,2170,218,4344,3192,4715,3111,3430,4598,3318,3934,4158,5215,809,2059,1740,4341,413,2912,1251,3580,2733,2504,1381,3208,5068,3285,1303,2941
1985,1985,1197,2909,67,4427,318,2247,5142,1200,4643,4516,2699,811,1007,3906,1939,4255,2875,2116,368,1922,188,5046,3188,1526,1406,4860,774,2095,1084,699,4321,4212,419,4664,5150,4096,4077,5110,976,3788,4656,4709,4934,4384,3921,3614,1637,2290,2557,3207,439,2294,1831,1131,1088,3514,3421,2170,670,4746,2076,3684,3768,850,4832,218,843,715,4004,5215,1425,3716,609,649,2392,4978,5118,5063,2405,4945,3069,2622,5044,288,4457,3185,3029,4322,2145,5147,632,1283,809,3763,4598,1303,3285,5068,2941
1986,1986,1922,3229,1149,395,935,1117,3809,5159,2319,5150,4268,2759,3557,3392,4321,1804,710,400,1406,578,4577,1734,4934,5091,5039,3183,2328,3391,3417,3773,4656,2027,4833,228,636,868,2143,2043,1565,4776,668,268,4999,1527,3499,1089,1643,2137,2779,1315,609,4291,2076,1838,670,843,3514,700,850,4004,715,4218,5118,4312,1131,3737,4080,4150,3768,2405,1831,4832,649,2170,5044,288,4978,3716,2957,4457,3029,4945,3069,5147,5063,809,2622,3185,2145,4322,1303,1283,632,3421,3763,3285,4598,5068,2941
1987,1987,950,3905,1920,2259,2700,3558,3367,3724,3242,4089,106,640,2093,2830,4524,4380,258,2336,4802,1679,1262,760,2904,2285,565,381,1588,4740,2176,1310,4873,4207,4558,3582,2692,2289,1805,3328,2231,2787,729,4288,3927,4317,3002,5071,2418,1211,5069,1189,2603,3331,3514,3247,4291,2433,549,3768,670,2294,4817,2170,288,649,1831,4832,1131,850,715,1303,4218,843,2076,5118,5063,4004,4978,2405,3069,3421,4945,5044,609,3716,4457,3185,3029,2622,632,4322,5147,3763,1283,2145,809,4598,3285,5068,2941
1988,1988,2026,4834,3911,1205,2513,1856,4899,2148,4163,1622,535,1743,2569,237,475,4128,3001,4315,931,1661,2376,1609,1244,536,4523,4189,3896,1092,1659,1324,72,5185,332,2767,393,4866,2008,885,4653,750,1449,3805,3374,2051,740,4506,815,3031,192,5186,1812,1212,896,2661,3137,1025,4123,2377,3267,3277,1766,1745,5170,4042,3666,1505,1231,2504,4344,680,4735,1232,4328,1479,1315,4573,3111,4538,1163,2351,3092,5102,3208,2733,4669,2936,3961,4011,3430,4341,1838,752,1746,4765,367,4883,2258,3934,1381
1989,1989,4576,3161,2342,4065,4577,2665,4317,4385,2125,3403,2902,2759,1997,2916,345,2259,1733,2437,79,308,2304,4872,3566,4414,3173,1857,686,435,2914,4339,369,4558,565,1494,3380,400,2779,3022,4492,3251,73,395,4472,4391,2971,1060,12,621,895,4541,439,549,3111,2733,1831,2433,4371,4978,5215,288,4817,3208,715,4341,2076,2405,4312,3934,2957,4150,4004,5044,5118,1381,4457,4218,4080,609,3029,4322,5063,3069,4945,632,3185,5147,1303,2170,3763,1283,3716,2145,2622,809,3421,4598,5068,3285,2941
1990,1990,4300,2093,3108,4380,516,2698,3933,2384,838,971,1946,3377,2224,5253,942,1289,2054,5071,4223,1559,865,4452,5263,961,4738,9,2289,3422,1975,311,281,3027,1292,1521,5149,3084,3963,4607,2634,3328,1211,443,3510,2187,3924,4539,3724,792,5221,3331,239,1303,288,700,649,4832,1189,3768,670,4291,850,413,5192,5044,3514,4978,843,2433,715,1131,4004,4218,1831,4817,5118,2405,549,2076,609,5063,3421,2145,3069,3029,5147,4457,3185,3716,2622,4945,809,632,1283,4322,3763,3285,4598,5068,2941
1991,1991,5144,5148,3670,996,5185,3374,2489,1622,2896,475,4834,4128,332,72,4689,1092,323,836,1988,3613,5193,1797,2288,3902,2437,1502,2513,1882,2049,546,3400,2089,2051,2942,2148,2313,3817,931,2282,1449,3612,1114,4503,1642,1927,38,1324,3413,1731,1812,896,3974,1231,218,1611,3092,4328,1838,4715,2162,2941,4814,2059,4123,3192,1657,1845,4735,1950,4011,2661,4669,3961,2593,1505,413,5102,2936,2179,3326,367,3208,3666,752,2504,1303,4883,4042,4765,1746,680,2258,2733,3430,3111,4341,3934,4344,1381
1992,1992,2355,3212,2441,1353,4237,2479,2790,4474,5288,217,1789,2723,2521,4623,199,505,2502,2025,2646,1955,421,4686,2586,3597,3778,4378,4112,4546,2476,957,3439,1731,4986,260,2649,862,2280,3202,1362,4289,4473,3496,2917,1683,1952,5274,3742,4987,796,4945,4499,3029,2381,4735,3629,272,1283,1376,680,2363,2145,3192,5287,1287,741,3208,632,752,1420,4322,3876,5329,1381,3121,809,2038,2211,2672,4457,4344,2859,2466,4590,288,1388,4158,2059,4959,1087,3430,4598,3763,2504,3285,1740,4137,5068,2941,413
1993,1993,2116,73,3231,1413,2559,2210,30,3541,4864,4210,2741,4255,4087,3500,4596,4495,2281,3268,557,2202,1595,538,1525,2913,113,3059,1256,2342,226,621,3508,1137,4308,3885,2577,74,1703,1300,2350,4389,2730,4985,4101,1469,1599,4780,4222,1383,1922,4371,3287,2261,4978,3684,362,4004,850,3580,3271,4305,3318,4832,609,5118,4945,3421,3069,2405,649,4746,3928,4484,3792,1740,4457,1088,1425,5044,3588,3185,3029,2622,288,2179,2145,5147,4322,2392,632,218,809,1283,4598,5215,3763,1303,3285,5068,2941
1994,1994,2981,3132,2138,2874,378,4337,146,4203,2711,4563,1759,457,2339,5106,538,1401,1738,1503,5213,4445,4454,4889,5237,3680,1481,4755,511,2380,2742,387,3594,3646,2117,2350,1599,4006,1595,623,1301,823,948,3926,661,5105,3804,2282,1112,2571,2335,1071,89,2392,1381,4042,3969,5068,2261,3976,2038,3117,61,4484,5305,2162,3430,3928,1980,3980,3666,1280,741,1347,1676,2032,3271,2059,3684,1825,2300,2941,3580,1740,1950,3111,2733,2912,4344,4341,1088,3588,3318,5215,2504,4715,1425,3208,218,1303,2179
1995,1995,2917,4795,4952,1162,3722,3965,4915,4436,3571,957,4744,2033,1493,1282,3859,4206,1134,4219,3274,215,3831,3060,3625,4878,5319,2172,4885,4298,4202,4918,1919,567,4518,2811,2519,1840,1090,4314,617,548,2602,547,1859,3206,4160,5258,3751,3771,1253,715,4817,4832,3207,4590,3865,4746,700,2294,4004,5063,3716,3069,1425,2433,843,2076,5118,4291,1831,2622,5215,609,3684,1088,649,2405,4978,2392,4945,850,1131,413,3185,3029,1303,5044,5147,809,2145,4457,1283,4322,288,632,4598,3285,3763,5068,2941
1996,1996,4570,2235,4541,1506,4174,3012,180,3741,220,4731,3154,4276,3368,4888,1655,45,393,3351,1181,1951,3099,3062,4630,5332,4899,4103,3284,1904,4720,3833,278,2935,808,4081,535,626,3123,1362,2131,2896,2640,662,536,1321,750,2664,233,3738,5246,1025,785,2582,1812,3649,3464,896,1163,1746,2710,5186,2046,4336,2960,3092,2637,680,4295,3339,2351,1788,4573,5170,3137,1505,1479,1838,3267,143,3277,1766,1273,4538,1231,1983,2021,4669,1232,2936,3961,4011,367,5102,4765,2258,752,4883,3430,3934,1381
1997,1997,4065,2759,3499,306,4120,5331,4391,868,337,3173,1931,5039,3374,191,2238,455,2969,1807,1430,479,3347,3554,3023,400,1718,2143,4044,2029,1684,4768,321,4167,3051,2652,3805,223,268,2342,2596,5043,5060,5255,3608,2437,1852,4268,1565,4315,4875,3588,2405,4080,367,4629,218,4344,5044,4123,4005,2957,2672,4457,1831,4312,2593,2733,5215,3029,2145,2258,4945,3208,1616,5063,1838,3716,5147,3934,1315,3185,4328,3069,288,4322,809,1381,2170,1283,2622,632,4341,3763,3421,413,1303,3285,4598,5068,2941
1998,1998,1103,1151,1853,2018,3991,2832,1729,995,72,716,1921,1970,1943,1370,4013,513,5113,2283,5193,1881,4227,3599,2792,2016,4196,750,1988,745,1821,4180,1622,3690,544,2051,1399,1609,3330,2531,107,186,1690,662,220,913,4262,4575,3896,876,1345,3666,3277,1118,1505,2637,3208,680,3111,482,2960,5170,1277,4312,1766,4042,4328,1025,4088,1231,4669,4275,1212,3092,1232,4341,3430,2733,4735,1662,4011,1812,752,1479,1315,3137,5102,4538,3961,4573,2351,2936,1838,1746,1163,4883,4765,367,2258,3934,1381
